TEMP:	MU:	SIGMA:	H:	ERROR:
0.24	0.658537	0.737955	-0.359401	0.00529363
0.24	0.505723	0.698743	-0.24913	0.00606327
0.24	0.602442	0.716626	-0.333501	0.00551256
0.24	0.485015	0.618884	-0.159351	0.00666756
0.24	0.657195	0.472485	-0.184674	0.0103432
0.24	0.735486	0.493966	-0.273848	0.00999508
0.24	0.735486	0.493966	-0.273848	0.00999508
0.24	0.735486	0.493966	-0.273848	0.00999508
0.24	0.735486	0.493966	-0.273848	0.00999508
0.24	0.794039	0.519271	-0.349453	0.00658007
0.24	0.794039	0.519271	-0.349453	0.00658007
0.24	0.794039	0.519271	-0.349453	0.00658007
0.24	0.681017	0.481882	-0.235843	0.0100778
0.24	0.874532	0.520216	-0.311874	0.0067326
0.24	0.874532	0.520216	-0.311874	0.0067326
0.24	0.834838	0.513373	-0.32521	0.00760052
0.24	0.71966	0.644286	-0.413929	0.00355224
0.24	0.71966	0.644286	-0.413929	0.00355224
0.24	0.857635	0.725259	-0.361161	0.0100291
0.24	0.773458	0.719317	-0.392254	0.0072387
0.24	0.865017	0.747279	-0.306116	0.0130783
0.24	0.865017	0.747279	-0.306116	0.0130783
0.24	0.760821	0.764364	-0.351153	0.00905409
0.24	0.58334	0.615827	-0.292065	0.00551137
0.24	0.578448	0.583653	-0.285196	0.00481985
0.24	0.578448	0.583653	-0.285196	0.00481985
0.24	0.646424	0.57008	-0.354504	0.00468508
0.24	0.591663	0.493203	-0.222779	0.00866987
0.24	0.591663	0.493203	-0.222779	0.00866987
0.24	0.787455	0.518951	-0.345563	0.00716632
0.24	0.710459	0.611732	-0.413896	0.00320855
0.24	0.867336	0.592291	-0.417224	0.0039914
0.24	0.867336	0.592291	-0.417224	0.0039914
0.24	0.775612	0.531029	-0.361685	0.00609741
0.24	0.868076	0.595448	-0.425627	0.00332975
0.24	0.821985	0.736446	-0.355453	0.00993023
0.24	0.821985	0.736446	-0.355453	0.00993023
0.24	1.01144	0.637089	-0.225535	0.012371
0.24	0.930596	0.697915	-0.307736	0.0128792
0.24	0.799519	0.653279	-0.433412	0.00531607
0.24	0.627622	0.642282	-0.36003	0.0042921
0.24	0.627622	0.642282	-0.36003	0.0042921
0.24	0.627622	0.642282	-0.36003	0.0042921
0.24	0.655518	0.526613	-0.328527	0.00740122
0.24	0.80478	0.596175	-0.444963	0.00364249
0.24	0.80478	0.596175	-0.444963	0.00364249
0.24	0.667426	0.499077	-0.278355	0.00858625
0.24	0.514346	0.519835	-0.12112	0.00682677
0.24	0.688501	0.579513	-0.388013	0.00455184
0.24	0.60157	0.600135	-0.319215	0.0049707
0.24	0.605042	0.678489	-0.337903	0.00535068
0.24	0.605042	0.678489	-0.337903	0.00535068
0.24	0.501685	0.536301	-0.115994	0.00729757
0.24	0.55275	0.454885	-0.0682735	0.0108921
0.24	0.55275	0.454885	-0.0682735	0.0108921
0.24	0.73636	0.567063	-0.415054	0.00474166
0.24	0.844588	0.501664	-0.278459	0.00800031
0.24	0.880234	0.454393	-0.0521471	0.0131123
0.24	0.746632	0.562206	-0.410622	0.00457699
0.24	0.799447	0.588353	-0.434213	0.00417951
0.24	0.915981	0.710788	-0.30386	0.013139
0.24	0.961476	0.660022	-0.298878	0.0092356
0.24	0.839827	0.788248	-0.277858	0.0151829
0.24	0.839827	0.788248	-0.277858	0.0151829
0.24	0.839827	0.788248	-0.277858	0.0151829
0.24	0.688857	0.723097	-0.379425	0.00547572
0.24	0.846141	0.818558	-0.189224	0.0188158
0.24	0.846141	0.818558	-0.189224	0.0188158
0.24	0.85289	0.841132	-0.153985	0.0192035
0.24	0.984976	0.809089	0.0435827	0.0320278
0.24	0.984976	0.809089	0.0435827	0.0320278
0.24	0.984976	0.809089	0.0435827	0.0320278
0.24	0.984976	0.809089	0.0435827	0.0320278
0.24	0.833321	0.707491	-0.377607	0.00900832
0.24	0.819167	0.704709	-0.402279	0.00739429
0.24	0.969315	0.739702	-0.184935	0.0191599
0.24	0.969315	0.739702	-0.184935	0.0191599
0.24	0.883263	0.689455	-0.355022	0.0109062
0.24	0.872955	0.656995	-0.39741	0.00783899
0.24	1.01675	0.697424	-0.163581	0.0235901
0.24	1.01675	0.697424	-0.163581	0.0235901
0.24	0.901575	0.634712	-0.391928	0.00681448
0.24	0.901575	0.634712	-0.391928	0.00681448
0.24	0.901575	0.634712	-0.391928	0.00681448
0.24	0.86116	0.524001	-0.329096	0.00656712
0.24	0.86116	0.524001	-0.329096	0.00656712
0.24	0.817733	0.659527	-0.425081	0.00597065
0.24	1.00016	0.701245	-0.191164	0.0153446
0.24	1.00016	0.701245	-0.191164	0.0153446
0.24	0.896422	0.653667	-0.399694	0.00700772
0.24	0.848935	0.557581	-0.398536	0.00413553
0.24	1.00762	0.621348	-0.24771	0.00953406
0.24	0.958897	0.729224	-0.200313	0.0186941
0.24	0.836867	0.645846	-0.427394	0.00555397
0.24	0.744033	0.757934	-0.365634	0.00723761
0.24	0.727818	0.657963	-0.411366	0.00405976
0.24	0.708608	0.566626	-0.391852	0.00426398
0.24	0.811431	0.604358	-0.444379	0.00334644
0.24	0.778785	0.602576	-0.443158	0.00289095
0.24	0.778785	0.602576	-0.443158	0.00289095
0.24	0.788175	0.630845	-0.447117	0.00274541
0.24	0.785724	0.581225	-0.432201	0.00373077
0.24	0.785724	0.581225	-0.432201	0.00373077
0.24	0.785724	0.581225	-0.432201	0.00373077
0.24	0.785724	0.581225	-0.432201	0.00373077
0.24	0.630832	0.605434	-0.349934	0.00382587
0.24	0.553643	0.534881	-0.198771	0.00682774
0.24	0.617076	0.474216	-0.176383	0.010392
0.24	0.771376	0.458903	-0.134867	0.0119523
0.24	0.771376	0.458903	-0.134867	0.0119523
0.24	0.77071	0.488421	-0.246449	0.0101874
0.24	0.660796	0.576822	-0.357008	0.00425342
0.24	0.57434	0.507518	-0.192295	0.00799879
0.24	0.555659	0.594231	-0.24885	0.00581116
0.24	0.555659	0.594231	-0.24885	0.00581116
0.24	0.555659	0.594231	-0.24885	0.00581116
0.24	0.555659	0.594231	-0.24885	0.00581116
0.24	0.555659	0.594231	-0.24885	0.00581116
0.24	0.71905	0.469209	-0.191338	0.0104033
0.24	0.569321	0.578053	-0.268909	0.00574272
0.24	0.701345	0.595515	-0.408624	0.00388068
0.24	0.776407	0.545524	-0.392392	0.00508024
0.24	0.776407	0.545524	-0.392392	0.00508024
0.24	0.633948	0.518731	-0.282086	0.00757838
0.24	0.699542	0.39997	0.201207	0.0180455
0.24	0.699542	0.39997	0.201207	0.0180455
0.24	0.551741	0.329251	0.921104	0.0305533
0.24	0.488649	0.338513	0.6533	0.024152
0.24	0.488649	0.338513	0.6533	0.024152
0.24	0.583931	0.34471	0.69049	0.0257248
0.24	0.583931	0.34471	0.69049	0.0257248
0.24	0.583931	0.34471	0.69049	0.0257248
0.24	0.535254	0.381763	0.3042	0.0181234
0.24	0.348462	0.517331	0.194134	0.0109384
0.24	0.523934	0.499481	-0.116595	0.00756033
0.24	0.37938	0.645053	-0.0435056	0.00789593
0.24	0.436044	0.558041	-0.035816	0.00842774
0.24	0.436044	0.558041	-0.035816	0.00842774
0.24	0.558357	0.616097	-0.262259	0.00533046
0.24	0.558847	0.646926	-0.278121	0.00509518
0.24	0.706332	0.555898	-0.379476	0.00535735
0.24	0.702665	0.653454	-0.413781	0.00280934
0.24	0.564112	0.710606	-0.303194	0.00563959
0.24	0.722473	0.57247	-0.410627	0.00453052
0.24	0.527346	0.70879	-0.258734	0.00568431
0.24	0.459813	0.809667	-0.253527	0.00626885
0.24	0.463417	0.912802	-0.26936	0.00962717
0.24	0.463417	0.912802	-0.26936	0.00962717
0.24	0.579377	0.86891	-0.280137	0.0105213
0.24	0.574771	0.984844	-0.202359	0.0197259
0.24	0.574771	0.984844	-0.202359	0.0197259
0.24	0.574771	0.984844	-0.202359	0.0197259
0.24	0.497259	0.957773	-0.237207	0.0170037
0.24	0.460557	0.947881	-0.260758	0.0112952
0.24	0.599674	0.941302	-0.21	0.0168342
0.24	0.444056	0.906277	-0.268337	0.00983674
0.24	0.522408	0.795729	-0.284089	0.0062951
0.24	0.665692	0.79078	-0.325417	0.00759397
0.24	0.563868	0.807293	-0.292835	0.00639923
0.24	0.563868	0.807293	-0.292835	0.00639923
0.24	0.51026	0.720795	-0.256582	0.00628155
0.24	0.51026	0.720795	-0.256582	0.00628155
0.24	0.600259	0.625514	-0.312222	0.00427577
0.24	0.600259	0.625514	-0.312222	0.00427577
0.24	0.599063	0.763533	-0.324888	0.00504419
0.24	0.61392	0.878223	-0.267741	0.0120791
0.24	0.528741	0.973556	-0.190673	0.0156299
0.24	0.649671	0.923417	-0.223498	0.0172602
0.24	0.578078	1.05727	-0.0603493	0.0228296
0.24	0.578078	1.05727	-0.0603493	0.0228296
0.24	0.525757	1.17957	0.136299	0.0447815
0.24	0.525979	1.04829	-0.124657	0.0270298
0.24	0.525979	1.04829	-0.124657	0.0270298
0.24	0.65184	1.01939	-0.0989568	0.0243853
0.24	0.65184	1.01939	-0.0989568	0.0243853
0.24	0.65184	1.01939	-0.0989568	0.0243853
0.24	0.65184	1.01939	-0.0989568	0.0243853
0.24	0.65184	1.01939	-0.0989568	0.0243853
0.24	0.560484	1.00414	-0.136321	0.027984
0.24	0.560484	1.00414	-0.136321	0.027984
0.24	0.438508	1.07496	-0.115905	0.0257853
0.24	0.438508	1.07496	-0.115905	0.0257853
0.24	0.544416	1.06061	-0.0657767	0.0282762
0.24	0.544416	1.06061	-0.0657767	0.0282762
0.24	0.447497	0.958117	-0.235827	0.0155403
0.24	0.447497	0.958117	-0.235827	0.0155403
0.24	0.446699	1.08421	-0.105363	0.0278007
0.24	0.462769	1.03762	-0.165433	0.0169755
0.24	0.312787	1.10493	-0.153178	0.0185502
0.2325	0.399654	0.993334	-0.249302	0.0117361
0.2325	0.548924	0.870982	-0.288341	0.00935868
0.2325	0.499381	0.730509	-0.249	0.00636402
0.2325	0.503415	0.735648	-0.252519	0.0057141
0.2325	0.503415	0.735648	-0.252519	0.0057141
0.2325	0.482082	0.82299	-0.270755	0.00806546
0.2325	0.50647	0.870057	-0.294254	0.00841893
0.2325	0.315861	0.905029	-0.252757	0.0077973
0.2325	0.315861	0.905029	-0.252757	0.0077973
0.2325	0.251591	0.858722	-0.210963	0.00686598
0.2325	0.184011	0.842901	-0.169522	0.00876123
0.2325	0.184011	0.842901	-0.185577	0.00686035
0.2325	0.156434	0.823464	-0.153703	0.00674384
0.2325	0.156434	0.823464	-0.153703	0.00674384
0.2325	0.295359	0.830698	-0.208856	0.00670246
0.2325	0.203184	0.96633	-0.23879	0.00916744
0.2325	0.102708	0.908477	-0.226217	0.00549648
0.2325	0.0184295	0.952199	-0.253367	0.00742971
0.2325	0.0184295	0.952199	-0.253367	0.00742971
0.2325	0.196533	0.821365	-0.162525	0.00766211
0.2325	0.0323262	0.901708	-0.212143	0.00748177
0.2325	0.160428	0.809877	-0.136112	0.00825989
0.2325	0.133385	0.756932	-0.0581814	0.00821375
0.2325	0.133385	0.756932	-0.0581814	0.00821375
0.2325	0.112301	0.689013	0.0813553	0.00977214
0.2325	0.112301	0.689013	0.084593	0.0102703
0.2325	0.112301	0.689013	0.084593	0.0102703
0.2325	0.112301	0.689013	0.084593	0.0102703
0.2325	0.112301	0.689013	0.084593	0.0102703
0.2325	0.112301	0.689013	0.0884048	0.0116373
0.2325	0.244532	0.728627	-0.0613141	0.00867684
0.2325	0.244532	0.728627	-0.0613141	0.00867684
0.2325	0.135051	0.86352	-0.191204	0.00717324
0.2325	0.0447381	0.825869	-0.132583	0.00824317
0.2325	0.0447381	0.825869	-0.132583	0.00824317
0.2325	0.0447381	0.825869	-0.137508	0.00712454
0.2325	0.207812	0.700354	0.00745359	0.00910034
0.2325	0.23767	0.704938	-0.0244484	0.00952388
0.2325	0.101802	0.804115	-0.111624	0.00739502
0.2325	0.101802	0.804115	-0.111624	0.00739502
0.2325	0.0385276	0.720639	0.0295812	0.00948566
0.2325	0.206989	0.755904	-0.0836418	0.00755717
0.2325	0.389789	0.659057	-0.085377	0.00736975
0.2325	0.408794	0.695168	-0.143511	0.00755836
0.2325	0.37218	0.737782	-0.154936	0.00688941
0.2325	0.269985	0.665606	0.035316	0.0101399
0.2325	0.190862	0.632801	0.152451	0.0110378
0.2325	0.0307826	0.683443	0.119972	0.0118781
0.2325	0.0307826	0.683443	0.104494	0.0100091
0.2325	0.211759	0.800595	-0.157085	0.0071143
0.2325	0.135818	0.857844	-0.172711	0.00731502
0.2325	0.28529	0.98908	-0.255498	0.00911849
0.2325	0.447093	1.04001	-0.180288	0.0224809
0.2325	0.30277	1.09298	-0.193182	0.0218275
0.2325	0.474844	1.07172	-0.119357	0.0292756
0.2325	0.474844	1.07172	-0.119357	0.0292756
0.2325	0.556385	1.1758	0.18176	0.0457215
0.2325	0.382314	1.05082	-0.194778	0.0243271
0.2325	0.382314	1.05082	-0.194778	0.0243271
0.2325	0.235119	1.19587	0.00532546	0.0387521
0.2325	0.235119	1.19587	0.00532546	0.0387521
0.2325	0.235119	1.19587	0.00532546	0.0387521
0.2325	0.0706666	1.14252	-0.14751	0.0201736
0.2325	0.0706666	1.14252	-0.14751	0.0201736
0.2325	0.0706666	1.14252	-0.14751	0.0201736
0.2325	0.0706666	1.14252	-0.166867	0.0208614
0.2325	0.0706666	1.14252	-0.114299	0.0250462
0.2325	0.0706666	1.14252	-0.119471	0.0341672
0.2325	0.266986	1.23386	0.0982384	0.0469878
0.2325	0.20574	1.1974	-0.0522663	0.0248373
0.2325	0.20574	1.1974	-0.0522663	0.0248373
0.2325	0.20574	1.1974	-0.0522663	0.0248373
0.2325	0.109617	1.06719	-0.234326	0.0121366
0.2325	0.0205602	1.01446	-0.239063	0.0103727
0.2325	0.0205602	1.01446	-0.237681	0.0104381
0.2325	0.199158	1.04919	-0.235044	0.0130199
0.2325	0.0757921	1.09402	-0.200328	0.0204849
0.2325	0.0757921	1.09402	-0.226242	0.0134591
0.2325	0.0757921	1.09402	-0.226242	0.0134591
0.2325	0.0757921	1.09402	-0.237911	0.0146093
0.2325	0.0757921	1.09402	-0.226182	0.0139972
0.2325	0.188113	1.0881	-0.230093	0.0139838
0.2325	0.286699	1.11004	-0.125325	0.0220905
0.2325	0.301988	1.00412	-0.226514	0.016119
0.2325	0.153398	1.06256	-0.22699	0.0214733
0.2325	0.289015	0.975247	-0.250186	0.0140823
0.2325	0.267166	0.887693	-0.237645	0.00765746
0.2325	0.267166	0.887693	-0.237645	0.00765746
0.2325	0.23207	0.924726	-0.253583	0.00778074
0.2325	0.40087	1.05324	-0.205095	0.0159715
0.2325	0.520664	0.910403	-0.25945	0.0116937
0.2325	0.626834	0.774618	-0.326114	0.00704863
0.2325	0.471407	0.698079	-0.19725	0.00662931
0.2325	0.602964	0.655492	-0.330498	0.00484199
0.2325	0.634383	0.762687	-0.339138	0.00564207
0.2325	0.605209	0.748035	-0.329563	0.00596176
0.2325	0.585249	0.893956	-0.257357	0.0156944
0.2325	0.585249	0.893956	-0.257357	0.0156944
0.2325	0.585249	0.893956	-0.257357	0.0156944
0.2325	0.585249	0.893956	-0.257357	0.0156944
0.2325	0.531482	1.02901	-0.148838	0.0183033
0.2325	0.709384	1.0322	0.0409245	0.0338195
0.2325	0.709384	1.0322	0.0409245	0.0338195
0.2325	0.520367	1.04598	-0.128726	0.024487
0.2325	0.356752	1.03238	-0.220256	0.0144845
0.2325	0.510648	1.05764	-0.145782	0.0188872
0.2325	0.510648	1.05764	-0.145782	0.0188872
0.2325	0.326106	1.1777	0.0222464	0.0343754
0.2325	0.326106	1.1777	0.0222464	0.0343754
0.2325	0.390204	1.19599	0.0225156	0.0307376
0.2325	0.421045	1.10943	-0.0882764	0.0239074
0.2325	0.38518	1.00434	-0.24042	0.0119592
0.2325	0.308306	0.998592	-0.241367	0.0110483
0.2325	0.323575	1.14583	-0.0633797	0.0243124
0.2325	0.138381	1.1143	-0.224096	0.0111719
0.2325	0.128938	1.22862	-0.0231255	0.0369577
0.2325	0.128938	1.22862	-0.0231255	0.0369577
0.2325	0.128938	1.22862	-0.0231255	0.0369577
0.2325	0.231069	1.27383	0.104874	0.0373865
0.2325	0.231069	1.27383	0.104874	0.0373865
0.2325	0.123774	1.26888	0.0337676	0.0359167
0.2325	0.181026	1.21096	0.00427567	0.0313118
0.2325	0.172466	1.07786	-0.242698	0.0119647
0.2325	0.0740409	1.01535	-0.247129	0.0119517
0.2325	0.140318	0.99865	-0.252178	0.00984653
0.2325	0.140318	0.99865	-0.252178	0.00984653
0.2325	0.167322	0.902073	-0.22037	0.00776177
0.2325	0.217332	0.98253	-0.251446	0.0131973
0.2325	0.0792664	0.917035	-0.242456	0.00630618
0.2325	0.0792664	0.917035	-0.226169	0.00756945
0.2325	0.267471	0.953237	-0.249763	0.010137
0.2325	0.338708	1.09029	-0.210649	0.01613
0.2325	0.411575	1.14472	-0.0749871	0.0231148
0.2325	0.411575	1.14472	-0.0749871	0.0231148
0.2325	0.411575	1.14472	-0.0749871	0.0231148
0.2325	0.493171	1.12611	0.0214583	0.0368187
0.2325	0.495055	1.05671	-0.102769	0.0281646
0.2325	0.60413	0.977294	-0.188564	0.0195378
0.2325	0.60413	0.977294	-0.188564	0.0195378
0.2325	0.505662	0.913496	-0.263936	0.0109272
0.2325	0.633292	0.931423	-0.176291	0.0247539
0.2325	0.673939	1.03985	0.013665	0.0313327
0.2325	0.72796	0.891065	-0.222417	0.0162135
0.2325	0.649843	0.862919	-0.273966	0.0125671
0.2325	0.656988	0.807031	-0.318194	0.00846428
0.2325	0.521533	0.707022	-0.262439	0.00568594
0.2325	0.53198	0.718253	-0.270254	0.00501642
0.2325	0.473126	0.672064	-0.20039	0.00731535
0.2325	0.472341	0.526514	-0.064049	0.00730338
0.2325	0.659329	0.427409	0.0155372	0.0165137
0.2325	0.521789	0.483263	-0.0869814	0.00769987
0.2325	0.521789	0.483263	-0.0869814	0.00769987
0.2325	0.521789	0.483263	-0.0869814	0.00769987
0.2325	0.618793	0.405286	0.141231	0.0149674
0.2325	0.618793	0.405286	0.141231	0.0149674
0.2325	0.487061	0.430122	0.0580311	0.0108513
0.2325	0.639851	0.570844	-0.34869	0.00500051
0.2325	0.639851	0.570844	-0.34869	0.00500051
0.2325	0.669482	0.530156	-0.337377	0.00646281
0.2325	0.669482	0.530156	-0.337377	0.00646281
0.2325	0.596244	0.667847	-0.330657	0.0052544
0.2325	0.701802	0.72059	-0.373865	0.00733053
0.2325	0.568413	0.698024	-0.299394	0.00544102
0.2325	0.440876	0.836237	-0.254681	0.0092545
0.2325	0.283876	0.707874	-0.0402033	0.00754435
0.2325	0.471896	0.730737	-0.238008	0.00517245
0.2325	0.507378	0.607211	-0.186517	0.00691431
0.2325	0.507378	0.607211	-0.186517	0.00691431
0.2325	0.507378	0.607211	-0.186517	0.00691431
0.2325	0.507378	0.607211	-0.186517	0.00691431
0.2325	0.562377	0.696666	-0.298166	0.00483434
0.2325	0.562377	0.696666	-0.298166	0.00483434
0.2325	0.710795	0.77751	-0.335301	0.00829369
0.2325	0.605417	0.730487	-0.331738	0.00482671
0.2325	0.613033	0.70347	-0.338577	0.00464319
0.2325	0.503673	0.817472	-0.296209	0.00587283
0.2325	0.355812	0.830336	-0.235706	0.00622639
0.2325	0.554552	0.75761	-0.304551	0.00688227
0.2325	0.4536	0.872166	-0.26357	0.00919859
0.2325	0.404901	0.976458	-0.184724	0.0289604
0.2325	0.544156	0.859715	-0.275759	0.0115289
0.2325	0.386724	0.781447	-0.209087	0.0065296
0.2325	0.427252	0.777348	-0.223499	0.0063298
0.2325	0.370278	0.68011	-0.0841295	0.00801141
0.2325	0.471502	0.536205	-0.069873	0.00663323
0.2325	0.534547	0.504567	-0.149264	0.00831413
0.2325	0.599752	0.514028	-0.234383	0.00732237
0.2325	0.593642	0.554133	-0.282255	0.00587828
0.2325	0.593642	0.554133	-0.282255	0.00587828
0.2325	0.587471	0.57211	-0.264924	0.00505348
0.2325	0.587471	0.57211	-0.264924	0.00505348
0.2325	0.759311	0.682725	-0.41967	0.0047829
0.2325	0.631349	0.699452	-0.358499	0.00447911
0.2325	0.643393	0.681165	-0.36486	0.00459683
0.2325	0.562072	0.717673	-0.31369	0.00536104
0.2325	0.756714	0.664279	-0.426583	0.00465456
0.2325	0.854994	0.524132	-0.333544	0.00638922
0.2325	0.854994	0.524132	-0.333544	0.00638922
0.2325	0.854994	0.524132	-0.333544	0.00638922
0.2325	0.677302	0.598541	-0.390204	0.00418208
0.225	0.677302	0.598541	-0.390204	0.00418208
0.225	0.776988	0.488491	-0.266534	0.00967645
0.225	0.776988	0.488491	-0.266534	0.00967645
0.225	0.776988	0.488491	-0.266534	0.00967645
0.225	0.853646	0.626301	-0.425406	0.00683238
0.225	0.932068	0.563752	-0.355791	0.0046734
0.225	0.905059	0.551853	-0.357225	0.00496946
0.225	0.742317	0.460324	-0.140289	0.0118914
0.225	0.742317	0.460324	-0.140289	0.0118914
0.225	0.742317	0.460324	-0.140289	0.0118914
0.225	0.742317	0.460324	-0.140289	0.0118914
0.225	0.742317	0.460324	-0.140289	0.0118914
0.225	0.742317	0.460324	-0.140289	0.0118914
0.225	0.610594	0.516234	-0.259582	0.00765434
0.225	0.610594	0.516234	-0.259582	0.00765434
0.225	0.610594	0.516234	-0.259582	0.00765434
0.225	0.610594	0.516234	-0.259582	0.00765434
0.225	0.496282	0.636674	-0.19009	0.00606779
0.225	0.410645	0.742168	-0.188439	0.00654969
0.225	0.410645	0.742168	-0.188439	0.00654969
0.225	0.210714	0.820976	-0.166634	0.00692419
0.225	0.23449	0.910073	-0.234115	0.0102271
0.225	0.126763	0.985138	-0.244021	0.0117449
0.225	0.024547	1.00257	-0.262659	0.00800064
0.225	0.0176681	1.13598	-0.179729	0.0201052
0.225	0.0176681	1.13598	-0.179729	0.0201052
0.225	0.0176681	1.13598	-0.154858	0.0202783
0.225	0.0176681	1.13598	-0.182112	0.0171119
0.225	0.0254008	1.11553	-0.209395	0.0155961
0.225	0.0438241	1.0006	-0.238913	0.00905873
0.225	0.0438241	1.0006	-0.253732	0.00922934
0.225	0.179184	1.04853	-0.245158	0.012202
0.225	0.33846	1.08446	-0.152248	0.0225574
0.225	0.400251	1.15282	-0.000883549	0.0338589
0.225	0.551255	1.18567	0.255	0.0505053
0.225	0.551255	1.18567	0.255	0.0505053
0.225	0.551255	1.18567	0.255	0.0505053
0.225	0.412256	1.25227	0.197623	0.0421515
0.225	0.562234	1.20344	0.268955	0.0469142
0.225	0.562234	1.20344	0.268955	0.0469142
0.225	0.437674	1.11289	-0.0720405	0.0299399
0.225	0.437674	1.11289	-0.0720405	0.0299399
0.225	0.511047	1.25979	0.320589	0.0502059
0.225	0.511047	1.25979	0.320589	0.0502059
0.225	0.50923	1.253	0.380782	0.0550253
0.225	0.50923	1.253	0.380782	0.0550253
0.225	0.50923	1.253	0.380782	0.0550253
0.225	0.50923	1.253	0.380782	0.0550253
0.225	0.66801	1.14803	0.284768	0.0416122
0.225	0.507769	1.18889	0.135324	0.0373882
0.225	0.437437	1.05906	-0.12922	0.0233833
0.225	0.470967	0.995656	-0.225907	0.0193973
0.225	0.39087	1.02108	-0.229255	0.014746
0.225	0.280976	0.990366	-0.252693	0.00945518
0.225	0.465736	1.04556	-0.161265	0.0208979
0.225	0.465736	1.04556	-0.161265	0.0208979
0.225	0.465736	1.04556	-0.161265	0.0208979
0.225	0.640682	0.955617	-0.182471	0.0226324
0.225	0.516358	1.00175	-0.199783	0.0187552
0.225	0.327984	1.01801	-0.204005	0.0189458
0.225	0.332639	0.991348	-0.24432	0.0114837
0.225	0.306365	0.961863	-0.249059	0.0119256
0.225	0.402142	1.02636	-0.199387	0.01826
0.225	0.27712	0.996343	-0.252389	0.011139
0.225	0.310877	0.955628	-0.257595	0.00722615
0.225	0.378718	1.02126	-0.216849	0.0147515
0.225	0.44925	0.911509	-0.256215	0.0101126
0.225	0.44925	0.911509	-0.256215	0.0101126
0.225	0.58057	0.958666	-0.211803	0.0180764
0.225	0.39021	1.05356	-0.178738	0.018583
0.225	0.353316	1.10359	-0.127244	0.0241018
0.225	0.174027	1.01855	-0.233398	0.0116124
0.225	0.296886	1.09977	-0.180556	0.0172798
0.225	0.326853	0.969577	-0.239021	0.0102589
0.225	0.326853	0.969577	-0.239021	0.0102589
0.225	0.289106	1.11937	-0.180437	0.0232294
0.225	0.359338	1.14389	-0.0761888	0.0269278
0.225	0.541515	1.12339	0.0637597	0.0383151
0.225	0.541515	1.12339	0.0637597	0.0383151
0.225	0.668043	1.12844	0.20724	0.046265
0.225	0.792297	1.01772	0.0726128	0.0330091
0.225	0.792297	1.01772	0.0726128	0.0330091
0.225	0.906459	1.0644	0.510452	0.0531964
0.225	0.773326	1.1712	0.603135	0.0559577
0.225	0.773326	1.1712	0.603135	0.0559577
0.225	0.773326	1.1712	0.603135	0.0559577
0.225	0.635012	1.25769	0.52651	0.0609213
0.225	0.683908	1.1281	0.220655	0.0348617
0.225	0.565946	1.26189	0.409317	0.0579517
0.225	0.601562	1.20022	0.344832	0.0536887
0.225	0.611002	1.1838	0.333067	0.0563857
0.225	0.507458	1.22742	0.24597	0.0429555
0.225	0.507458	1.22742	0.24597	0.0429555
0.225	0.480514	1.2701	0.40929	0.0613699
0.225	0.510708	1.20492	0.19534	0.0443843
0.225	0.34736	1.18765	-0.0456355	0.0303619
0.225	0.277502	1.24569	0.094714	0.0523365
0.225	0.145363	1.25901	0.185757	0.0503142
0.225	0.258426	1.15971	-0.109115	0.0301189
0.225	0.215846	1.05667	-0.239273	0.0131092
0.225	0.34242	1.05017	-0.175708	0.0176329
0.225	0.26725	0.957991	-0.251833	0.00811108
0.225	0.194445	1.05407	-0.224763	0.0148018
0.225	0.194445	1.05407	-0.224763	0.0148018
0.225	0.00410554	1.04201	-0.235995	0.0122121
0.225	0.0590454	0.893093	-0.195792	0.0103713
0.225	0.0590454	0.893093	-0.220949	0.00627505
0.225	0.117241	1.00583	-0.244246	0.01064
0.225	0.281564	0.979291	-0.235277	0.0105339
0.225	0.285997	1.06575	-0.247092	0.0122031
0.225	0.139404	1.17881	-0.0995287	0.0304509
0.225	0.139404	1.17881	-0.0995287	0.0304509
0.225	0.139404	1.17881	-0.0995287	0.0304509
0.225	0.260432	1.30362	0.29755	0.0532399
0.225	0.260432	1.30362	0.29755	0.0532399
0.225	0.279145	1.21342	-0.0247698	0.0337961
0.225	0.123958	1.31764	0.321141	0.0531997
0.225	0.243761	1.33241	0.319241	0.0477466
0.225	0.12931	1.25055	0.0824118	0.0361692
0.225	0.12931	1.25055	0.0825513	0.0491397
0.225	0.202451	1.24945	0.0312054	0.0332562
0.225	0.0918738	1.14801	-0.135715	0.0202491
0.225	0.0918738	1.14801	-0.135715	0.0202491
0.225	0.0341749	1.18884	-0.0885624	0.0218068
0.225	0.0615909	1.1327	-0.192646	0.0225897
0.225	0.0846248	1.23898	0.0553086	0.0325238
0.225	0.205627	1.15245	-0.100571	0.0263592
0.225	0.404254	1.21739	0.103157	0.0431564
0.225	0.404254	1.21739	0.103157	0.0431564
0.225	0.472276	1.15459	0.0176759	0.0345812
0.225	0.472276	1.15459	0.0176759	0.0345812
0.225	0.559951	1.13178	0.104296	0.0437995
0.225	0.420994	0.99214	-0.229994	0.0125559
0.225	0.249278	0.846082	-0.203754	0.00661767
0.225	0.121615	0.763008	-0.0657237	0.00848302
0.225	0.253285	0.896524	-0.239587	0.00792769
0.225	0.253285	0.896524	-0.239587	0.00792769
0.225	0.253285	0.896524	-0.239587	0.00792769
0.225	0.246458	1.01755	-0.267172	0.00891341
0.225	0.18837	1.03836	-0.230112	0.0154331
