#     BLOCK:   ACTUAL_KE:    KE_AVE:      ERROR:
       28064     1.70468      1.6205  0.00056793
       28065     1.70571      1.6205 0.000567918
       28066     1.70657      1.6205 0.000567906
       28067     1.70727     1.62051 0.000567894
       28068     1.70778     1.62051 0.000567883
       28069     1.70811     1.62051 0.000567871
       28070     1.70824     1.62052 0.000567859
       28071     1.70818     1.62052 0.000567848
       28072     1.70792     1.62052 0.000567836
       28073     1.70747     1.62053 0.000567824
       28074     1.70681     1.62053 0.000567812
       28075     1.70596     1.62053   0.0005678
       28076      1.7049     1.62053 0.000567788
       28077     1.70365     1.62054 0.000567776
       28078      1.7022     1.62054 0.000567763
       28079     1.70057     1.62054  0.00056775
       28080     1.69876     1.62055 0.000567736
       28081     1.69677     1.62055 0.000567723
       28082     1.69461     1.62055 0.000567708
       28083     1.69229     1.62055 0.000567694
       28084     1.68982     1.62056 0.000567679
       28085      1.6872     1.62056 0.000567664
       28086     1.68444     1.62056 0.000567648
       28087     1.68155     1.62056 0.000567632
       28088     1.67854     1.62057 0.000567616
       28089     1.67543     1.62057 0.000567599
       28090     1.67222     1.62057 0.000567582
       28091     1.66892     1.62057 0.000567564
       28092     1.66555     1.62057 0.000567546
       28093     1.66212     1.62057 0.000567528
       28094     1.65865     1.62058 0.000567509
       28095     1.65515     1.62058  0.00056749
       28096     1.65164     1.62058 0.000567471
       28097     1.64814     1.62058 0.000567452
       28098     1.64468     1.62058 0.000567432
       28099     1.64128     1.62058 0.000567413
       28100     1.63797     1.62058 0.000567393
       28101     1.63477     1.62058 0.000567373
       28102      1.6317     1.62058 0.000567353
       28103     1.62881     1.62058 0.000567333
       28104     1.62612     1.62058 0.000567313
       28105     1.62366     1.62058 0.000567292
       28106     1.62146     1.62058 0.000567272
       28107     1.61955     1.62058 0.000567252
       28108     1.61796     1.62058 0.000567232
       28109     1.61672     1.62058 0.000567212
       28110     1.61583     1.62058 0.000567192
       28111     1.61532     1.62058 0.000567171
       28112     1.61521     1.62058 0.000567151
       28113     1.61549     1.62058 0.000567131
       28114     1.61617     1.62058 0.000567111
       28115     1.61726     1.62058 0.000567091
       28116     1.61873     1.62058 0.000567071
       28117     1.62058     1.62058  0.00056705
       28118     1.62279     1.62058  0.00056703
       28119     1.62534     1.62058  0.00056701
       28120     1.62818     1.62058  0.00056699
       28121     1.63131     1.62058  0.00056697
       28122     1.63466     1.62058  0.00056695
       28123     1.63822     1.62058  0.00056693
       28124     1.64193     1.62058 0.000566911
       28125     1.64576     1.62058 0.000566891
       28126     1.64966     1.62059 0.000566872
       28127      1.6536     1.62059 0.000566853
       28128     1.65752     1.62059 0.000566834
       28129     1.66139     1.62059 0.000566816
       28130     1.66517     1.62059 0.000566798
       28131     1.66882     1.62059 0.000566781
       28132     1.67232     1.62059 0.000566763
       28133     1.67562      1.6206 0.000566747
       28134      1.6787      1.6206  0.00056673
       28135     1.68154      1.6206 0.000566714
       28136     1.68412      1.6206 0.000566699
       28137     1.68642     1.62061 0.000566683
       28138     1.68843     1.62061 0.000566668
       28139     1.69013     1.62061 0.000566654
       28140     1.69152     1.62061 0.000566639
       28141      1.6926     1.62062 0.000566625
       28142     1.69336     1.62062  0.00056661
       28143     1.69381     1.62062 0.000566596
       28144     1.69395     1.62062 0.000566582
       28145      1.6938     1.62063 0.000566568
       28146     1.69336     1.62063 0.000566554
       28147     1.69266     1.62063 0.000566539
       28148     1.69169     1.62063 0.000566525
       28149     1.69048     1.62064  0.00056651
       28150     1.68905     1.62064 0.000566495
       28151     1.68742     1.62064  0.00056648
       28152     1.68561     1.62064 0.000566465
       28153     1.68363     1.62065 0.000566449
       28154     1.68152     1.62065 0.000566433
       28155      1.6793     1.62065 0.000566417
       28156     1.67697     1.62065   0.0005664
       28157     1.67457     1.62065 0.000566383
       28158     1.67212     1.62066 0.000566366
       28159     1.66963     1.62066 0.000566349
       28160     1.66711     1.62066 0.000566331
       28161     1.66457     1.62066 0.000566313
       28162     1.66204     1.62066 0.000566295
       28163     1.65951     1.62066 0.000566276
       28164     1.65698     1.62066 0.000566258
       28165     1.65447     1.62067 0.000566239
       28166     1.65196     1.62067  0.00056622
       28167     1.64946     1.62067 0.000566201
       28168     1.64696     1.62067 0.000566181
       28169     1.64445     1.62067 0.000566162
       28170     1.64192     1.62067 0.000566142
       28171     1.63936     1.62067 0.000566123
       28172     1.63677     1.62067 0.000566103
       28173     1.63413     1.62067 0.000566083
       28174     1.63143     1.62067 0.000566063
       28175     1.62866     1.62067 0.000566043
       28176     1.62582     1.62067 0.000566023
       28177      1.6229     1.62067 0.000566003
       28178     1.61989     1.62067 0.000565983
       28179     1.61679     1.62067 0.000565963
       28180      1.6136     1.62067 0.000565943
       28181     1.61032     1.62067 0.000565923
       28182     1.60695     1.62067 0.000565903
       28183      1.6035     1.62067 0.000565883
       28184     1.59997     1.62067 0.000565863
       28185     1.59638     1.62067 0.000565844
       28186     1.59272     1.62067 0.000565825
       28187     1.58901     1.62067 0.000565806
       28188     1.58526     1.62067 0.000565787
       28189     1.58149     1.62066 0.000565769
       28190     1.57771     1.62066 0.000565751
       28191     1.57392     1.62066 0.000565733
       28192     1.57016     1.62066 0.000565716
       28193     1.56641     1.62066 0.000565699
       28194     1.56271     1.62066 0.000565683
       28195     1.55906     1.62065 0.000565667
       28196     1.55548     1.62065 0.000565652
       28197     1.55197     1.62065 0.000565637
       28198     1.54855     1.62065 0.000565622
       28199     1.54524     1.62064 0.000565609
       28200     1.54203     1.62064 0.000565595
       28201     1.53895     1.62064 0.000565583
       28202     1.53599     1.62064 0.000565571
       28203     1.53317     1.62063 0.000565559
       28204     1.53049     1.62063 0.000565548
       28205     1.52796     1.62063 0.000565538
       28206     1.52559     1.62062 0.000565528
       28207     1.52337     1.62062 0.000565518
       28208      1.5213     1.62062 0.000565509
       28209     1.51941     1.62061   0.0005655
       28210     1.51767     1.62061 0.000565492
       28211      1.5161      1.6206 0.000565484
       28212     1.51469      1.6206 0.000565477
       28213     1.51344      1.6206 0.000565469
       28214     1.51235     1.62059 0.000565462
       28215     1.51143     1.62059 0.000565455
       28216     1.51065     1.62059 0.000565449
       28217     1.51004     1.62058 0.000565442
       28218     1.50957     1.62058 0.000565436
       28219     1.50925     1.62057  0.00056543
       28220     1.50907     1.62057 0.000565424
       28221     1.50903     1.62057 0.000565417
       28222     1.50913     1.62056 0.000565411
       28223     1.50937     1.62056 0.000565405
       28224     1.50972     1.62055 0.000565398
       28225      1.5102     1.62055 0.000565392
       28226     1.51079     1.62055 0.000565385
       28227     1.51149     1.62054 0.000565378
       28228     1.51228     1.62054 0.000565371
       28229     1.51317     1.62053 0.000565364
       28230     1.51413     1.62053 0.000565357
       28231     1.51518     1.62053 0.000565349
       28232     1.51628     1.62052 0.000565341
       28233     1.51743     1.62052 0.000565333
       28234     1.51862     1.62052 0.000565324
       28235     1.51983     1.62051 0.000565315
       28236     1.52106     1.62051 0.000565306
       28237     1.52229     1.62051 0.000565297
       28238      1.5235      1.6205 0.000565288
       28239     1.52468      1.6205 0.000565278
       28240     1.52582      1.6205 0.000565268
       28241     1.52691     1.62049 0.000565257
       28242     1.52792     1.62049 0.000565247
       28243     1.52884     1.62049 0.000565236
       28244     1.52967     1.62048 0.000565225
       28245      1.5304     1.62048 0.000565214
       28246       1.531     1.62048 0.000565203
       28247     1.53147     1.62047 0.000565192
       28248      1.5318     1.62047 0.000565181
       28249     1.53198     1.62047 0.000565169
       28250     1.53201     1.62046 0.000565158
       28251     1.53189     1.62046 0.000565147
       28252     1.53161     1.62046 0.000565135
       28253     1.53117     1.62045 0.000565124
       28254     1.53058     1.62045 0.000565113
       28255     1.52984     1.62045 0.000565102
       28256     1.52897     1.62044 0.000565091
       28257     1.52796     1.62044 0.000565081
       28258     1.52684     1.62044 0.000565071
       28259     1.52561     1.62043 0.000565061
       28260     1.52429     1.62043 0.000565051
       28261     1.52289     1.62043 0.000565041
       28262     1.52145     1.62042 0.000565032
       28263     1.51998     1.62042 0.000565023
       28264     1.51849     1.62042 0.000565015
       28265     1.51703     1.62041 0.000565007
       28266      1.5156     1.62041 0.000564999
       28267     1.51422     1.62041 0.000564992
       28268     1.51293      1.6204 0.000564984
       28269     1.51174      1.6204 0.000564977
       28270     1.51068     1.62039 0.000564971
       28271     1.50975     1.62039 0.000564964
       28272     1.50899     1.62039 0.000564958
       28273     1.50839     1.62038 0.000564952
       28274     1.50799     1.62038 0.000564946
       28275     1.50778     1.62037  0.00056494
       28276     1.50777     1.62037 0.000564934
       28277     1.50798     1.62037 0.000564928
       28278      1.5084     1.62036 0.000564922
       28279     1.50904     1.62036 0.000564916
       28280      1.5099     1.62035 0.000564909
       28281     1.51097     1.62035 0.000564903
       28282     1.51224     1.62035 0.000564896
       28283     1.51372     1.62034 0.000564888
       28284     1.51539     1.62034  0.00056488
       28285     1.51724     1.62034 0.000564872
       28286     1.51927     1.62033 0.000564863
       28287     1.52145     1.62033 0.000564854
       28288     1.52379     1.62033 0.000564845
       28289     1.52626     1.62032 0.000564834
       28290     1.52886     1.62032 0.000564824
       28291     1.53157     1.62032 0.000564813
       28292     1.53438     1.62031 0.000564801
       28293     1.53727     1.62031 0.000564788
       28294     1.54022     1.62031 0.000564776
       28295     1.54323      1.6203 0.000564762
       28296     1.54627      1.6203 0.000564748
       28297     1.54934      1.6203 0.000564734
       28298      1.5524      1.6203 0.000564719
       28299     1.55545     1.62029 0.000564704
       28300     1.55847     1.62029 0.000564688
       28301     1.56144     1.62029 0.000564672
       28302     1.56433     1.62029 0.000564655
       28303     1.56713     1.62029 0.000564638
       28304     1.56982     1.62028 0.000564621
       28305     1.57238     1.62028 0.000564604
       28306      1.5748     1.62028 0.000564586
       28307     1.57704     1.62028 0.000564568
       28308     1.57909     1.62028  0.00056455
       28309     1.58093     1.62028 0.000564532
       28310     1.58253     1.62028 0.000564514
       28311     1.58389     1.62027 0.000564495
       28312     1.58498     1.62027 0.000564477
       28313     1.58579     1.62027 0.000564458
       28314     1.58631     1.62027 0.000564439
       28315     1.58652     1.62027 0.000564421
       28316     1.58642     1.62027 0.000564402
       28317     1.58599     1.62027 0.000564383
       28318     1.58524     1.62027 0.000564365
       28319     1.58415     1.62026 0.000564346
       28320     1.58273     1.62026 0.000564328
       28321     1.58099     1.62026  0.00056431
       28322     1.57892     1.62026 0.000564292
       28323     1.57653     1.62026 0.000564274
       28324     1.57385     1.62026 0.000564256
       28325     1.57089     1.62026 0.000564239
       28326     1.56765     1.62025 0.000564222
       28327     1.56418     1.62025 0.000564206
       28328     1.56049     1.62025  0.00056419
       28329     1.55662     1.62025 0.000564174
       28330     1.55258     1.62024  0.00056416
       28331     1.54843     1.62024 0.000564145
       28332     1.54419     1.62024 0.000564132
       28333      1.5399     1.62024 0.000564119
       28334      1.5356     1.62023 0.000564107
       28335     1.53133     1.62023 0.000564096
       28336     1.52714     1.62023 0.000564086
       28337     1.52306     1.62022 0.000564076
       28338     1.51914     1.62022 0.000564067
       28339     1.51541     1.62022  0.00056406
       28340     1.51191     1.62021 0.000564053
       28341     1.50869     1.62021 0.000564046
       28342     1.50576      1.6202 0.000564041
       28343     1.50317      1.6202 0.000564036
       28344     1.50094      1.6202 0.000564032
       28345     1.49908     1.62019 0.000564028
       28346     1.49761     1.62019 0.000564025
       28347     1.49655     1.62018 0.000564022
       28348      1.4959     1.62018 0.000564019
       28349     1.49566     1.62017 0.000564016
       28350     1.49583     1.62017 0.000564013
       28351      1.4964     1.62017  0.00056401
       28352     1.49737     1.62016 0.000564007
       28353      1.4987     1.62016 0.000564004
       28354      1.5004     1.62015    0.000564
       28355     1.50242     1.62015 0.000563995
       28356     1.50476     1.62014  0.00056399
       28357     1.50739     1.62014 0.000563984
       28358     1.51028     1.62014 0.000563977
       28359     1.51339     1.62013  0.00056397
       28360     1.51672     1.62013 0.000563962
       28361     1.52022     1.62013 0.000563953
       28362     1.52387     1.62012 0.000563943
       28363     1.52765     1.62012 0.000563933
       28364     1.53152     1.62012 0.000563922
       28365     1.53545     1.62011  0.00056391
       28366     1.53944     1.62011 0.000563897
       28367     1.54344     1.62011 0.000563884
       28368     1.54745      1.6201 0.000563869
       28369     1.55142      1.6201 0.000563855
       28370     1.55536      1.6201  0.00056384
       28371     1.55923      1.6201 0.000563824
       28372     1.56303      1.6201 0.000563807
       28373     1.56673     1.62009 0.000563791
       28374     1.57032     1.62009 0.000563774
       28375      1.5738     1.62009 0.000563756
       28376     1.57714     1.62009 0.000563738
       28377     1.58035     1.62009  0.00056372
       28378     1.58341     1.62009 0.000563702
       28379     1.58633     1.62009 0.000563683
       28380      1.5891     1.62008 0.000563664
       28381     1.59171     1.62008 0.000563645
       28382     1.59418     1.62008 0.000563626
       28383      1.5965     1.62008 0.000563607
       28384     1.59867     1.62008 0.000563588
       28385     1.60072     1.62008 0.000563568
       28386     1.60263     1.62008 0.000563549
       28387     1.60441     1.62008 0.000563529
       28388     1.60607     1.62008 0.000563509
       28389     1.60763     1.62008  0.00056349
       28390     1.60909     1.62008  0.00056347
       28391     1.61045     1.62008  0.00056345
       28392     1.61174     1.62008 0.000563431
       28393     1.61295     1.62008 0.000563411
       28394      1.6141     1.62008 0.000563391
       28395     1.61521     1.62008 0.000563371
       28396     1.61627     1.62008 0.000563351
       28397     1.61729     1.62008 0.000563331
       28398      1.6183     1.62008 0.000563312
       28399      1.6193     1.62008 0.000563292
       28400     1.62029     1.62008 0.000563272
       28401     1.62129     1.62008 0.000563252
       28402      1.6223     1.62008 0.000563232
       28403     1.62333     1.62008 0.000563212
       28404     1.62439     1.62008 0.000563193
       28405     1.62547     1.62008 0.000563173
       28406     1.62659     1.62008 0.000563153
       28407     1.62774     1.62008 0.000563133
       28408     1.62894     1.62008 0.000563114
       28409     1.63016     1.62008 0.000563094
       28410     1.63143     1.62008 0.000563074
       28411     1.63273     1.62008 0.000563055
       28412     1.63406     1.62008 0.000563035
       28413     1.63541     1.62008 0.000563015
       28414     1.63679     1.62008 0.000562996
       28415     1.63818     1.62008 0.000562976
       28416     1.63958     1.62008 0.000562957
       28417     1.64099     1.62008 0.000562938
       28418     1.64239     1.62008 0.000562918
       28419     1.64377     1.62008 0.000562899
       28420     1.64514     1.62008  0.00056288
       28421     1.64648     1.62009 0.000562861
       28422     1.64779     1.62009 0.000562842
       28423     1.64905     1.62009 0.000562823
       28424     1.65026     1.62009 0.000562804
       28425     1.65142     1.62009 0.000562786
       28426     1.65251     1.62009 0.000562767
       28427     1.65353     1.62009 0.000562749
       28428     1.65447     1.62009  0.00056273
       28429     1.65533     1.62009 0.000562712
       28430     1.65611      1.6201 0.000562693
       28431      1.6568      1.6201 0.000562675
       28432     1.65738      1.6201 0.000562657
       28433     1.65786      1.6201 0.000562638
       28434     1.65824      1.6201  0.00056262
       28435      1.6585      1.6201 0.000562602
       28436     1.65864      1.6201 0.000562584
       28437     1.65866     1.62011 0.000562566
       28438     1.65856     1.62011 0.000562548
       28439     1.65833     1.62011 0.000562529
       28440     1.65797     1.62011 0.000562511
       28441     1.65748     1.62011 0.000562493
       28442     1.65687     1.62011 0.000562475
       28443     1.65612     1.62011 0.000562456
       28444     1.65526     1.62011 0.000562438
       28445     1.65429     1.62012 0.000562419
       28446     1.65321     1.62012 0.000562401
       28447     1.65203     1.62012 0.000562382
       28448     1.65077     1.62012 0.000562364
       28449     1.64944     1.62012 0.000562345
       28450     1.64806     1.62012 0.000562326
       28451     1.64665     1.62012 0.000562307
       28452     1.64523     1.62012 0.000562288
       28453     1.64382     1.62012 0.000562269
       28454     1.64245     1.62012 0.000562249
       28455     1.64115     1.62013  0.00056223
       28456     1.63993     1.62013 0.000562211
       28457     1.63883     1.62013 0.000562191
       28458     1.63787     1.62013 0.000562172
       28459     1.63707     1.62013 0.000562153
       28460     1.63646     1.62013 0.000562133
       28461     1.63606     1.62013 0.000562114
       28462     1.63588     1.62013 0.000562094
       28463     1.63595     1.62013 0.000562075
       28464     1.63627     1.62013 0.000562055
       28465     1.63685     1.62013 0.000562036
       28466     1.63771     1.62013 0.000562016
       28467     1.63883     1.62013 0.000561997
       28468     1.64022     1.62013 0.000561978
       28469     1.64187     1.62013 0.000561958
       28470     1.64376     1.62013 0.000561939
       28471      1.6459     1.62014  0.00056192
       28472     1.64826     1.62014 0.000561901
       28473     1.65081     1.62014 0.000561883
       28474     1.65355     1.62014 0.000561864
       28475     1.65644     1.62014 0.000561846
       28476     1.65946     1.62014 0.000561828
       28477     1.66259     1.62014  0.00056181
       28478     1.66578     1.62014 0.000561793
       28479     1.66902     1.62015 0.000561776
       28480     1.67228     1.62015 0.000561759
       28481     1.67553     1.62015 0.000561743
       28482     1.67873     1.62015 0.000561727
       28483     1.68187     1.62015 0.000561711
       28484     1.68491     1.62016 0.000561696
       28485     1.68782     1.62016 0.000561681
       28486     1.69059     1.62016 0.000561667
       28487     1.69318     1.62016 0.000561653
       28488     1.69558     1.62017  0.00056164
       28489     1.69777     1.62017 0.000561626
       28490     1.69972     1.62017 0.000561614
       28491     1.70143     1.62018 0.000561601
       28492     1.70287     1.62018 0.000561589
       28493     1.70404     1.62018 0.000561577
       28494     1.70494     1.62018 0.000561565
       28495     1.70554     1.62019 0.000561553
       28496     1.70587     1.62019 0.000561542
       28497      1.7059     1.62019  0.00056153
       28498     1.70564      1.6202 0.000561518
       28499      1.7051      1.6202 0.000561507
       28500     1.70429      1.6202 0.000561495
       28501      1.7032      1.6202 0.000561483
       28502     1.70186     1.62021  0.00056147
       28503     1.70027     1.62021 0.000561458
       28504     1.69845     1.62021 0.000561445
       28505      1.6964     1.62022 0.000561431
       28506     1.69416     1.62022 0.000561418
       28507     1.69173     1.62022 0.000561403
       28508     1.68913     1.62022 0.000561389
       28509     1.68638     1.62023 0.000561374
       28510     1.68351     1.62023 0.000561359
       28511     1.68052     1.62023 0.000561343
       28512     1.67744     1.62023 0.000561327
       28513     1.67429     1.62023  0.00056131
       28514     1.67107     1.62024 0.000561294
       28515     1.66782     1.62024 0.000561276
       28516     1.66455     1.62024 0.000561259
       28517     1.66127     1.62024 0.000561241
       28518     1.65799     1.62024 0.000561223
       28519     1.65473     1.62024 0.000561205
       28520      1.6515     1.62024 0.000561186
       28521      1.6483     1.62024 0.000561167
       28522     1.64515     1.62025 0.000561148
       28523     1.64206     1.62025 0.000561129
       28524     1.63902     1.62025  0.00056111
       28525     1.63603     1.62025  0.00056109
       28526     1.63311     1.62025 0.000561071
       28527     1.63025     1.62025 0.000561051
       28528     1.62746     1.62025 0.000561032
       28529     1.62472     1.62025 0.000561012
       28530     1.62206     1.62025 0.000560992
       28531     1.61945     1.62025 0.000560973
       28532      1.6169     1.62025 0.000560953
       28533     1.61441     1.62025 0.000560933
       28534     1.61198     1.62025 0.000560914
       28535      1.6096     1.62025 0.000560894
       28536     1.60727     1.62025 0.000560875
       28537       1.605     1.62025 0.000560855
       28538     1.60278     1.62025 0.000560836
       28539     1.60062     1.62025 0.000560817
       28540     1.59852     1.62024 0.000560798
       28541     1.59647     1.62024 0.000560779
       28542     1.59449     1.62024  0.00056076
       28543     1.59258     1.62024 0.000560741
       28544     1.59075     1.62024 0.000560722
       28545       1.589     1.62024 0.000560704
       28546     1.58735     1.62024 0.000560685
       28547      1.5858     1.62024 0.000560667
       28548     1.58436     1.62024 0.000560649
       28549     1.58306     1.62024 0.000560631
       28550     1.58189     1.62023 0.000560612
       28551     1.58088     1.62023 0.000560595
       28552     1.58003     1.62023 0.000560577
       28553     1.57936     1.62023 0.000560559
       28554     1.57889     1.62023 0.000560541
       28555     1.57862     1.62023 0.000560523
       28556     1.57857     1.62023 0.000560506
       28557     1.57875     1.62022 0.000560488
       28558     1.57917     1.62022  0.00056047
       28559     1.57984     1.62022 0.000560452
       28560     1.58076     1.62022 0.000560434
       28561     1.58194     1.62022 0.000560416
       28562     1.58337     1.62022 0.000560398
       28563     1.58505     1.62022  0.00056038
       28564     1.58697     1.62021 0.000560362
       28565     1.58912     1.62021 0.000560343
       28566     1.59148     1.62021 0.000560324
       28567     1.59403     1.62021 0.000560305
       28568     1.59675     1.62021 0.000560286
       28569     1.59961     1.62021 0.000560267
       28570     1.60258     1.62021 0.000560248
       28571     1.60564     1.62021 0.000560229
       28572     1.60875     1.62021 0.000560209
       28573     1.61188     1.62021  0.00056019
       28574       1.615     1.62021  0.00056017
       28575     1.61807     1.62021  0.00056015
       28576     1.62107     1.62021 0.000560131
       28577     1.62396     1.62021 0.000560111
       28578     1.62672     1.62021 0.000560092
       28579     1.62931     1.62021 0.000560072
       28580     1.63173     1.62021 0.000560053
       28581     1.63394     1.62021 0.000560033
       28582     1.63593     1.62021 0.000560014
       28583     1.63769     1.62021 0.000559995
       28584      1.6392     1.62021 0.000559976
       28585     1.64045     1.62021 0.000559956
       28586     1.64145     1.62021 0.000559937
       28587      1.6422     1.62021 0.000559918
       28588     1.64268     1.62021 0.000559899
       28589     1.64291     1.62022  0.00055988
       28590      1.6429     1.62022 0.000559861
       28591     1.64266     1.62022 0.000559842
       28592      1.6422     1.62022 0.000559823
       28593     1.64154     1.62022 0.000559804
       28594     1.64069     1.62022 0.000559785
       28595     1.63967     1.62022 0.000559766
       28596      1.6385     1.62022 0.000559747
       28597     1.63719     1.62022 0.000559727
       28598     1.63577     1.62022 0.000559708
       28599     1.63425     1.62022 0.000559689
       28600     1.63265     1.62022 0.000559669
       28601     1.63098     1.62022  0.00055965
       28602     1.62925     1.62022  0.00055963
       28603     1.62748     1.62022 0.000559611
       28604     1.62568     1.62022 0.000559591
       28605     1.62385     1.62022 0.000559572
       28606     1.62202     1.62022 0.000559552
       28607     1.62018     1.62022 0.000559533
       28608     1.61834     1.62022 0.000559513
       28609     1.61653     1.62022 0.000559493
       28610     1.61475     1.62022 0.000559474
       28611     1.61302     1.62022 0.000559454
       28612     1.61135     1.62022 0.000559435
       28613     1.60976     1.62022 0.000559416
       28614     1.60825     1.62022 0.000559396
       28615     1.60686     1.62022 0.000559377
       28616     1.60559     1.62022 0.000559357
       28617     1.60446     1.62022 0.000559338
       28618     1.60349     1.62022 0.000559319
       28619     1.60269     1.62022   0.0005593
       28620     1.60206     1.62022 0.000559281
       28621      1.6016     1.62022 0.000559261
       28622     1.60132     1.62022 0.000559242
       28623      1.6012     1.62022 0.000559223
       28624     1.60123     1.62022 0.000559204
       28625      1.6014     1.62022 0.000559185
       28626     1.60168     1.62021 0.000559166
       28627     1.60205     1.62021 0.000559146
       28628     1.60247     1.62021 0.000559127
       28629      1.6029     1.62021 0.000559108
       28630     1.60331     1.62021 0.000559089
       28631     1.60366     1.62021  0.00055907
       28632      1.6039     1.62021  0.00055905
       28633     1.60399     1.62021 0.000559031
       28634     1.60389     1.62021 0.000559012
       28635     1.60356     1.62021 0.000558993
       28636     1.60296     1.62021 0.000558974
       28637     1.60206     1.62021 0.000558954
       28638     1.60083     1.62021 0.000558935
       28639     1.59926     1.62021 0.000558916
       28640     1.59731     1.62021 0.000558897
       28641       1.595     1.62021 0.000558878
       28642     1.59232      1.6202  0.00055886
       28643     1.58929      1.6202 0.000558841
       28644     1.58592      1.6202 0.000558823
       28645     1.58225      1.6202 0.000558805
       28646     1.57834      1.6202 0.000558788
       28647     1.57423      1.6202  0.00055877
       28648     1.56999      1.6202 0.000558754
       28649     1.56571     1.62019 0.000558737
       28650     1.56147     1.62019 0.000558722
       28651     1.55737     1.62019 0.000558706
       28652      1.5535     1.62019 0.000558692
       28653     1.54997     1.62018 0.000558678
       28654     1.54688     1.62018 0.000558664
       28655     1.54431     1.62018 0.000558651
       28656     1.54235     1.62018 0.000558638
       28657     1.54107     1.62017 0.000558625
       28658     1.54052     1.62017 0.000558613
       28659     1.54072     1.62017   0.0005586
       28660     1.54169     1.62017 0.000558587
       28661      1.5434     1.62016 0.000558574
       28662     1.54583     1.62016 0.000558561
       28663     1.54892     1.62016 0.000558547
       28664      1.5526     1.62016 0.000558532
       28665     1.55679     1.62015 0.000558517
       28666      1.5614     1.62015 0.000558501
       28667     1.56634     1.62015 0.000558485
       28668     1.57151     1.62015 0.000558468
       28669     1.57682     1.62015 0.000558451
       28670     1.58218     1.62014 0.000558433
       28671     1.58752     1.62014 0.000558414
       28672     1.59276     1.62014 0.000558396
       28673     1.59784     1.62014 0.000558377
       28674     1.60271     1.62014 0.000558358
       28675     1.60733     1.62014 0.000558338
       28676     1.61168     1.62014 0.000558319
       28677     1.61572     1.62014   0.0005583
       28678     1.61945     1.62014  0.00055828
       28679     1.62285     1.62014 0.000558261
       28680     1.62594     1.62014 0.000558241
       28681      1.6287     1.62014 0.000558222
       28682     1.63115     1.62014 0.000558203
       28683      1.6333     1.62014 0.000558183
       28684     1.63517     1.62014 0.000558164
       28685     1.63676     1.62014 0.000558145
       28686      1.6381     1.62014 0.000558126
       28687     1.63921     1.62014 0.000558107
       28688     1.64011     1.62015 0.000558088
       28689     1.64081     1.62015 0.000558069
       28690     1.64133     1.62015  0.00055805
       28691      1.6417     1.62015 0.000558031
       28692     1.64194     1.62015 0.000558012
       28693     1.64206     1.62015 0.000557993
       28694     1.64209     1.62015 0.000557974
       28695     1.64203     1.62015 0.000557955
       28696     1.64192     1.62015 0.000557936
       28697     1.64176     1.62015 0.000557917
       28698     1.64157     1.62015 0.000557898
       28699     1.64136     1.62015 0.000557879
       28700     1.64116     1.62015  0.00055786
       28701     1.64097     1.62015 0.000557841
       28702      1.6408     1.62016 0.000557822
       28703     1.64067     1.62016 0.000557804
       28704     1.64059     1.62016 0.000557785
       28705     1.64056     1.62016 0.000557766
       28706     1.64058     1.62016 0.000557747
       28707     1.64068     1.62016 0.000557728
       28708     1.64085     1.62016 0.000557709
       28709     1.64109     1.62016  0.00055769
       28710     1.64142     1.62016 0.000557671
       28711     1.64183     1.62016 0.000557652
       28712     1.64232     1.62016 0.000557633
       28713     1.64291     1.62016 0.000557614
       28714     1.64358     1.62016 0.000557595
       28715     1.64434     1.62017 0.000557576
       28716     1.64519     1.62017 0.000557558
       28717     1.64612     1.62017 0.000557539
       28718     1.64714     1.62017  0.00055752
       28719     1.64823     1.62017 0.000557502
       28720      1.6494     1.62017 0.000557483
       28721     1.65063     1.62017 0.000557465
       28722     1.65193     1.62017 0.000557447
       28723     1.65327     1.62017 0.000557428
       28724     1.65467     1.62017  0.00055741
       28725      1.6561     1.62018 0.000557392
       28726     1.65756     1.62018 0.000557374
       28727     1.65903     1.62018 0.000557357
       28728     1.66051     1.62018 0.000557339
       28729     1.66198     1.62018 0.000557322
       28730     1.66343     1.62018 0.000557304
       28731     1.66484     1.62018 0.000557287
       28732      1.6662     1.62019  0.00055727
       28733     1.66749     1.62019 0.000557253
       28734     1.66871     1.62019 0.000557236
       28735     1.66983     1.62019 0.000557219
       28736     1.67084     1.62019 0.000557203
       28737     1.67172     1.62019 0.000557186
       28738     1.67247      1.6202  0.00055717
       28739     1.67308      1.6202 0.000557154
       28740     1.67352      1.6202 0.000557137
       28741      1.6738      1.6202 0.000557121
       28742     1.67389      1.6202 0.000557105
       28743      1.6738     1.62021 0.000557088
       28744     1.67352     1.62021 0.000557072
       28745     1.67304     1.62021 0.000557056
       28746     1.67235     1.62021 0.000557039
       28747     1.67147     1.62021 0.000557023
       28748     1.67038     1.62021 0.000557006
       28749     1.66908     1.62022 0.000556989
       28750     1.66759     1.62022 0.000556972
       28751      1.6659     1.62022 0.000556955
       28752     1.66402     1.62022 0.000556938
       28753     1.66196     1.62022 0.000556921
       28754     1.65973     1.62022 0.000556903
       28755     1.65734     1.62023 0.000556885
       28756      1.6548     1.62023 0.000556867
       28757     1.65212     1.62023 0.000556849
       28758     1.64932     1.62023  0.00055683
       28759     1.64641     1.62023 0.000556812
       28760      1.6434     1.62023 0.000556793
       28761     1.64032     1.62023 0.000556774
